Id,Label,timeset,org,Degree,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
131349027,Leonid Ryzhyk,,(vmware),1,13,0.001791,13,0.14329,0.186079,0
172841154,Nina Narodytska,,(vmware research),1,13,0.001791,13,0.14329,0.186079,0
719828399,Scott Shenker,,"university of california, berkeley",2,13,0.003089,13,0.148691,0.215539,2232
2144636783,Sharon Shoham,,school of computer science,13,14,0.019838,14,0.13371,0.230964,2252
1994740773,Shachar Itzhaky,,technion,1,14,0.001792,15,0.118038,0.165929,0
2036035498,Neil Immerman,,University of Massachusetts,2,14,0.003283,15,0.11863,0.174145,417
2570290309,Yotam M. Y. Feldman,,school of computer science,3,14,0.005259,16,0.106447,0.1495,281
2224265930,James R. Wilcox,,university of washington seattle usa,1,14,0.001985,17,0.096271,0.123703,0
2229511016,Oded Padon,,"stanford university, stanford, usa",1,14,0.001985,17,0.096271,0.123703,0
2096398445,Alexander Rabinovich,,tel aviv university,1,14,0.001792,15,0.118038,0.165929,0
2132478116,Aurojit Panda,,new-york university >  >  >  >,1,14,0.001792,15,0.118038,0.165929,0
2194672974,Eran Yahav,,technion,1,14,0.001792,15,0.118038,0.165929,0
2397876722,Arie Gurfinkel,,university of waterloo canada#tab#,2,14,0.003345,15,0.118432,0.172385,280
2946412730,Ron Shemer,,school of computer science,2,14,0.003653,16,0.106129,0.143866,141
2419726939,Yakir Vizel,,technion,1,14,0.002047,17,0.096011,0.121356,0
2489583241,Kalev Alpernas,,tel aviv university,1,14,0.001792,15,0.118038,0.165929,0
2529888494,Hila Peleg,,technion,1,14,0.001792,15,0.118038,0.165929,0
2555690835,Marijana Lazic,,tu wien vienna austria,1,14,0.001792,15,0.118038,0.165929,0
2760959719,Giuliano Losa,,"university of california, los angeles, usa",1,14,0.001792,15,0.118038,0.165929,0
2945296186,Idan Berkovits,,tel aviv university,1,14,0.001792,15,0.118038,0.165929,0
2951021728,Yaron Velner,,hebrew university of jerusalem,1,14,0.001792,15,0.118038,0.165929,0
2103239820,Nadav Amit,,(vmware research),1,13,0.001791,13,0.14329,0.186079,0
2105628737,Jorge A. Navas,,SRI International,1,13,0.001791,13,0.14329,0.186079,0
2144725603,Lalith Suresh,,(vmware),1,13,0.001791,13,0.14329,0.186079,0
2832588412,Nina Narodytska,,(vmware),1,13,0.001791,13,0.14329,0.186079,0
2944170742,João Loff,,"inesc-id, instituto superior técnico, u. lisboa",1,13,0.001791,13,0.14329,0.186079,0
2944446064,Brian Oki,,(vmware),1,13,0.001791,13,0.14329,0.186079,0
2953735065,Elazar Gershuni,,technion,1,13,0.001791,13,0.14329,0.186079,0
